,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,churn
12296,6.02,5.0,4.0,1.75,Winterfell,iPhone,2014-01-29,100.0,0,False,100.0,False
12297,7.06,5.0,5.0,1.0,Winterfell,Android,2014-01-28,0.0,0,True,50.0,False
12298,11.79,4.3,5.0,1.0,Astapor,Android,2014-01-02,0.0,2,False,75.0,False
12299,2.01,5.0,4.642330559853267,1.5,King's Landing,iPhone,2014-01-08,100.0,0,False,0.0,False
12300,4.49,4.7,4.5,1.04,Winterfell,Android,2014-01-25,16.7,1,True,16.7,False
12301,1.51,4.8,5.0,1.0,Astapor,iPhone,2014-01-04,0.0,1,True,25.0,False
12302,5.18,4.3,4.2,1.11,Winterfell,Android,2014-01-05,14.3,4,False,100.0,False
12303,5.75,4.7,4.1,1.14,Astapor,iPhone,2014-01-24,5.0,3,False,5.0,False
12304,5.15,5.0,4.642330559853267,1.25,Astapor,iPhone,2014-01-11,100.0,1,False,0.0,True
12305,3.03,4.0,5.0,1.0,King's Landing,Android,2014-01-17,0.0,2,False,100.0,True
12306,5.88,5.0,4.0,1.0,Winterfell,iPhone,2014-01-25,0.0,3,True,66.7,False
12307,1.71,4.0,5.0,1.0,Winterfell,Android,2014-01-08,0.0,2,True,50.0,True
12308,7.21,4.708741971571469,4.0,1.0,Winterfell,iPhone,2014-01-14,0.0,1,False,0.0,True
12309,3.56,4.8,4.6,1.0,Astapor,Android,2014-01-20,0.0,5,True,100.0,True
12310,2.46,4.6,4.4,1.16,Winterfell,iPhone,2014-01-24,25.0,3,False,37.5,False
12311,4.58,4.8,5.0,1.2,King's Landing,Android,2014-01-23,20.0,2,False,60.0,True
12312,9.49,4.5,5.0,1.0,Astapor,iPhone,2014-01-17,0.0,2,False,100.0,True
12313,0.9,5.0,5.0,1.0,Winterfell,iPhone,2014-01-24,0.0,0,False,100.0,False
12314,3.12,4.5,5.0,1.0,King's Landing,iPhone,2014-01-11,0.0,0,True,0.0,False
12315,3.61,4.9,4.5,1.0,Winterfell,iPhone,2014-01-09,0.0,4,True,87.5,True
12316,2.5,4.5,4.6,1.0,Winterfell,iPhone,2014-01-27,0.0,2,False,57.1,False
12317,3.53,5.0,4.2,1.05,Winterfell,iPhone,2014-01-21,9.1,6,False,72.7,True
12318,5.69,5.0,4.0,1.0,Winterfell,iPhone,2014-01-09,0.0,0,False,0.0,True
12319,18.64,5.0,4.7,1.0,Astapor,iPhone,2014-01-20,0.0,3,False,50.0,False
12320,5.42,4.4,4.4,1.04,Winterfell,Android,2014-01-02,14.3,0,False,100.0,True
12321,2.61,4.8,5.0,1.03,Winterfell,Android,2014-01-12,8.1,6,False,62.2,False
12322,12.47,3.0,4.279305301658383,1.0,King's Landing,iPhone,2014-01-31,0.0,0,True,0.0,False
12323,20.3,5.0,5.0,1.0,Winterfell,Android,2014-01-20,0.0,0,False,100.0,False
12324,3.34,4.8,4.7,1.06,King's Landing,Android,2014-01-12,25.0,1,False,50.0,False
12325,11.65,5.0,4.5,1.25,Astapor,iPhone,2014-01-18,16.7,1,False,33.3,True
12326,17.34,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-01,0.0,1,True,100.0,True
12327,3.5,3.8,4.8,1.06,Astapor,iPhone,2014-01-23,25.0,4,False,100.0,True
12328,3.05,4.5,5.0,1.0,Astapor,iPhone,2014-01-10,0.0,2,False,50.0,True
12329,9.55,5.0,5.0,1.0,Winterfell,iPhone,2014-01-21,0.0,0,False,100.0,False
12330,2.44,5.0,5.0,1.0,Astapor,iPhone,2014-01-19,0.0,0,False,100.0,False
12331,2.61,5.0,4.642330559853267,1.0,King's Landing,Android,2014-01-14,0.0,1,False,100.0,True
12332,40.24,5.0,5.0,1.0,Winterfell,iPhone,2014-01-14,0.0,1,False,100.0,True
12333,2.68,4.8,4.9,1.07,Winterfell,iPhone,2014-01-01,12.0,6,True,36.0,False
12334,2.58,4.4,3.8,1.0,Astapor,iPhone,2014-01-03,0.0,3,True,44.4,False
12335,2.76,5.0,5.0,1.0,Astapor,Android,2014-01-26,0.0,0,True,0.0,True
12336,3.97,5.0,4.7,1.07,Astapor,Android,2014-01-09,14.3,4,False,42.9,False
12337,4.13,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-11,0.0,0,False,100.0,False
12338,2.25,4.9,4.3,1.02,Astapor,iPhone,2014-01-11,10.0,15,False,45.0,True
12339,33.54,5.0,5.0,1.0,Winterfell,iPhone,2014-01-27,0.0,0,True,0.0,False
12340,2.85,5.0,5.0,1.0,King's Landing,Android,2014-01-17,0.0,1,False,100.0,False
12341,15.74,5.0,5.0,1.0,Winterfell,iPhone,2014-01-18,0.0,0,False,100.0,True
12342,17.66,4.2,5.0,1.0,Winterfell,iPhone,2014-01-24,0.0,0,False,83.3,False
12343,6.53,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-05,0.0,1,False,0.0,True
12344,23.56,5.0,5.0,1.0,Astapor,iPhone,2014-01-17,0.0,1,True,100.0,True
12345,3.02,4.8,5.0,1.63,Astapor,iPhone,2014-01-01,25.0,1,False,75.0,False
12346,2.92,4.3,5.0,1.17,Winterfell,iPhone,2014-01-18,33.3,2,False,66.7,True
12347,3.86,5.0,5.0,1.0,Winterfell,iPhone,2014-01-19,0.0,1,False,0.0,True
12348,3.03,5.0,5.0,1.15,Astapor,iPhone,2014-01-02,20.0,2,True,40.0,False
12349,5.06,4.6,5.0,1.13,Winterfell,iPhone,2014-01-02,7.1,5,False,64.3,False
12350,3.56,4.6,4.9,1.07,Astapor,Android,2014-01-18,9.1,18,True,87.0,False
12351,17.19,4.5,5.0,1.0,Astapor,iPhone,2014-01-05,0.0,1,False,50.0,False
12352,6.37,4.777405824155943,4.601926905774034,1.0,King's Landing,iPhone,2014-01-27,0.0,1,False,100.0,True
12353,3.64,5.0,4.0,1.5,King's Landing,iPhone,2014-01-01,100.0,0,False,0.0,False
12354,2.27,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-16,0.0,0,True,100.0,True
12355,24.7,5.0,5.0,1.0,Astapor,iPhone,2014-01-09,0.0,1,False,100.0,True
12356,4.3,5.0,5.0,1.0,Winterfell,iPhone,2014-01-03,0.0,0,False,0.0,True
12357,4.05,4.7,5.0,1.0,Winterfell,iPhone,2014-01-01,0.0,0,False,100.0,False
12358,4.55,4.0,3.8,1.02,Winterfell,iPhone,2014-01-28,10.0,4,True,70.0,False
12359,1.89,5.0,4.5,1.25,Astapor,iPhone,2014-01-04,40.0,0,False,0.0,False
12360,2.31,4.5,5.0,1.0,King's Landing,Android,2014-01-07,0.0,0,True,100.0,False
12361,6.31,4.7,4.7,1.25,Winterfell,Android,2014-01-19,33.3,2,False,0.0,False
12362,13.17,5.0,5.0,1.0,King's Landing,iPhone,2014-01-20,0.0,0,True,100.0,True
12363,3.0,5.0,5.0,2.0,Winterfell,iPhone,2014-01-07,100.0,0,False,0.0,False
12364,1.53,5.0,5.0,1.0,King's Landing,iPhone,2014-01-18,0.0,1,False,0.0,True
12365,2.76,5.0,4.0,1.0,Winterfell,iPhone,2014-01-10,0.0,0,False,0.0,False
12366,2.68,4.9,4.8,1.16,King's Landing,iPhone,2014-01-02,31.6,0,False,57.9,False
12367,9.57,4.0,4.460817930755825,1.0,Winterfell,iPhone,2014-01-08,0.0,0,True,100.0,True
12368,3.97,4.9,4.8,1.04,Winterfell,iPhone,2014-01-01,6.7,6,False,40.0,False
12369,2.39,4.5,3.5,1.0,Winterfell,iPhone,2014-01-12,0.0,2,False,100.0,True
12370,2.2,4.5,3.7,1.0,Winterfell,iPhone,2014-01-28,0.0,5,False,52.9,False
12371,5.06,4.8,3.5,1.04,Winterfell,iPhone,2014-01-04,16.7,1,False,0.0,False
12372,16.46,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-31,0.0,0,False,0.0,True
12373,7.1,4.0,1.0,1.0,Astapor,iPhone,2014-01-24,0.0,0,False,100.0,True
12374,2.4,5.0,5.0,1.0,Astapor,Android,2014-01-16,0.0,1,True,100.0,True
12375,3.47,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-27,0.0,0,False,100.0,False
12376,2.59,4.8,4.9,1.24,Winterfell,Android,2014-01-08,23.9,9,False,91.3,False
12377,0.77,4.3,3.5,1.0,Winterfell,Android,2014-01-08,0.0,3,False,100.0,True
12378,3.63,4.0,5.0,1.0,Winterfell,Android,2014-01-03,0.0,1,False,100.0,True
12379,10.87,4.0,5.0,1.0,Astapor,iPhone,2014-01-26,0.0,1,False,0.0,True
12380,5.38,4.6,5.0,1.25,Astapor,Android,2014-01-18,40.0,2,False,20.0,False
12381,18.48,4.0,4.460817930755825,1.75,Winterfell,Android,2014-01-22,100.0,1,False,100.0,True
12382,2.96,4.1,4.2,1.0,Winterfell,Android,2014-01-08,0.0,9,False,100.0,True
12383,1.79,5.0,5.0,1.0,King's Landing,Android,2014-01-20,0.0,3,False,57.1,True
12384,18.49,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-29,0.0,0,False,100.0,False
12385,3.56,3.0,5.0,2.25,Winterfell,Android,2014-01-28,100.0,0,False,0.0,False
12386,2.65,5.0,4.7,1.0,Astapor,iPhone,2014-01-03,0.0,0,False,55.6,False
12387,4.6,4.7,4.1,1.0,Winterfell,iPhone,2014-01-13,0.0,19,True,40.0,True
12388,5.21,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-21,0.0,1,False,75.0,True
12389,30.46,5.0,5.0,1.0,King's Landing,iPhone,2014-01-09,0.0,1,True,100.0,False
12390,4.69,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-12,0.0,0,False,0.0,False
12391,4.81,4.4,5.0,1.0,Winterfell,iPhone,2014-01-06,0.0,2,True,42.9,False
12392,3.86,4.9,4.8,1.01,King's Landing,iPhone,2014-01-30,2.0,4,False,62.0,False
12393,3.14,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-04,0.0,0,False,0.0,True
12394,4.39,5.0,4.0,1.0,Astapor,Android,2014-01-02,0.0,2,True,100.0,False
12395,3.23,5.0,3.5,1.0,King's Landing,iPhone,2014-01-22,0.0,0,False,66.7,False
12396,5.43,4.5,4.8,1.02,Winterfell,iPhone,2014-01-29,2.4,2,True,81.0,False
12397,4.75,4.5,4.5,1.07,Winterfell,iPhone,2014-01-24,7.8,15,True,60.8,False
12398,6.42,5.0,5.0,1.25,Astapor,Android,2014-01-05,33.3,0,False,33.3,False
12399,1.62,5.0,4.4,1.0,King's Landing,iPhone,2014-01-03,0.0,5,False,100.0,True
12400,3.29,5.0,2.0,1.0,Astapor,iPhone,2014-01-03,0.0,1,False,80.0,False
12401,1.71,4.8,4.7,1.11,Winterfell,iPhone,2014-01-18,16.7,1,False,58.3,False
12402,2.72,4.7,4.9,1.01,Winterfell,iPhone,2014-01-01,3.4,0,True,55.2,False
12403,4.4,4.7,5.0,1.08,Astapor,iPhone,2014-01-24,33.3,1,False,100.0,False
12404,16.8,5.0,3.4,1.2,Winterfell,iPhone,2014-01-02,20.0,3,True,80.0,True
12405,2.24,4.9,4.5,1.0,Astapor,Android,2014-01-18,0.0,5,True,27.3,False
12406,4.41,4.5,4.0,1.13,Winterfell,Android,2014-01-29,25.0,2,False,100.0,False
12407,3.95,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-12,0.0,0,True,0.0,False
12408,3.06,5.0,4.642330559853267,1.38,Astapor,iPhone,2014-01-03,25.0,1,True,50.0,False
12409,8.17,4.9,4.8,1.02,King's Landing,iPhone,2014-01-05,2.8,4,False,58.3,False
12410,3.87,4.8,4.8,1.16,Astapor,Android,2014-01-05,18.2,8,True,51.5,False
12411,3.23,5.0,4.8,1.0,Winterfell,iPhone,2014-01-18,0.0,3,False,25.0,False
12412,3.93,4.3,4.0,1.05,King's Landing,Android,2014-01-24,10.0,2,True,40.0,False
12413,2.7,5.0,4.642330559853267,2.0,King's Landing,Android,2014-01-04,100.0,0,False,100.0,True
12414,12.91,5.0,4.0,1.0,Astapor,Android,2014-01-10,0.0,1,True,0.0,True
12415,0.72,5.0,5.0,1.0,Winterfell,iPhone,2014-01-06,0.0,0,False,100.0,True
12416,4.34,5.0,4.7,1.0,King's Landing,iPhone,2014-01-11,0.0,1,True,66.7,False
12417,5.2,5.0,5.0,1.0,Winterfell,Android,2014-01-14,0.0,0,False,0.0,False
12418,14.77,5.0,5.0,1.0,Astapor,Android,2014-01-01,0.0,0,True,0.0,True
12419,3.42,5.0,5.0,1.63,Winterfell,Android,2014-01-25,50.0,2,False,50.0,True
12420,1.45,5.0,1.0,1.0,Astapor,Android,2014-01-01,0.0,1,False,100.0,True
12421,5.19,5.0,4.642330559853267,1.0,King's Landing,iPhone,2014-01-01,0.0,0,True,100.0,False
12422,0.01,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-22,0.0,1,False,100.0,True
12423,3.13,5.0,4.8,1.05,Astapor,iPhone,2014-01-11,20.0,0,False,40.0,False
12424,6.94,5.0,5.0,1.0,Astapor,iPhone,2014-01-08,0.0,0,False,100.0,True
12425,9.42,5.0,5.0,1.21,Winterfell,iPhone,2014-01-10,42.9,2,False,71.4,False
12426,5.97,5.0,4.5,1.0,Winterfell,iPhone,2014-01-10,0.0,1,True,100.0,False
12427,18.49,5.0,4.642330559853267,1.0,King's Landing,iPhone,2014-01-16,0.0,0,False,100.0,False
12428,2.3,4.6,4.2,1.05,Astapor,Android,2014-01-20,9.1,0,False,72.7,False
12429,3.92,5.0,4.0,1.0,Astapor,iPhone,2014-01-21,0.0,3,False,66.7,True
12430,4.6,4.3,5.0,1.0,King's Landing,iPhone,2014-01-14,0.0,0,False,100.0,False
12431,10.93,3.5,4.0,1.0,King's Landing,Android,2014-01-22,0.0,0,False,50.0,False
12432,4.11,4.5,5.0,1.0,Astapor,iPhone,2014-01-30,0.0,2,True,0.0,True
12433,2.62,4.7,4.9,1.34,Winterfell,iPhone,2014-01-10,20.8,3,False,66.7,False
12434,3.62,4.6,4.2,1.07,Winterfell,iPhone,2014-01-07,7.1,15,True,66.9,False
12435,22.73,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-14,0.0,1,True,100.0,True
12436,3.28,4.2,4.5,1.02,King's Landing,iPhone,2014-01-10,4.2,26,True,100.0,True
12437,8.91,5.0,5.0,1.0,Winterfell,iPhone,2014-01-18,0.0,0,False,0.0,False
12438,0.0,5.0,5.0,1.0,Astapor,iPhone,2014-01-22,0.0,1,False,100.0,True
12439,2.2,4.9,4.0,1.15,King's Landing,iPhone,2014-01-13,19.2,8,True,58.9,False
12440,5.54,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-07,0.0,1,False,100.0,True
12441,25.03,5.0,4.0,1.0,Winterfell,Android,2014-01-26,0.0,1,True,0.0,True
12442,4.82,5.0,4.642330559853267,1.0,King's Landing,iPhone,2014-01-20,0.0,1,False,100.0,True
12443,8.5,5.0,1.0,1.0,Winterfell,iPhone,2014-01-25,0.0,1,True,0.0,True
12444,9.41,5.0,4.7,1.0,King's Landing,iPhone,2014-01-07,0.0,0,True,90.9,False
12445,3.72,5.0,4.642330559853267,2.5,Winterfell,iPhone,2014-01-17,100.0,1,False,100.0,True
12446,4.36,5.0,4.0,1.0,King's Landing,iPhone,2014-01-23,0.0,3,False,100.0,True
12447,18.38,5.0,4.642330559853267,1.0,King's Landing,Android,2014-01-15,0.0,1,True,100.0,True
12448,5.2,5.0,4.7,1.67,Winterfell,Android,2014-01-18,66.7,1,False,0.0,False
12449,1.19,5.0,4.7,1.0,King's Landing,iPhone,2014-01-09,0.0,3,False,0.0,True
12450,2.84,5.0,4.8,1.13,King's Landing,iPhone,2014-01-11,25.0,3,False,25.0,False
12451,2.57,4.5,5.0,1.0,Winterfell,iPhone,2014-01-29,0.0,3,True,84.6,False
12452,4.22,4.8,5.0,1.0,Winterfell,iPhone,2014-01-31,0.0,5,False,100.0,True
12453,5.21,5.0,4.0,1.0,Winterfell,iPhone,2014-01-05,0.0,1,True,33.3,True
12454,8.89,5.0,5.0,1.0,Winterfell,Android,2014-01-01,0.0,1,False,100.0,True
12455,3.84,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-19,0.0,1,True,0.0,True
12456,1.85,4.2,5.0,1.0,Winterfell,iPhone,2014-01-30,0.0,0,False,83.3,False
12457,4.91,4.7,4.7,1.0,Astapor,iPhone,2014-01-18,0.0,3,True,0.0,True
12458,3.97,4.6,5.0,1.55,Winterfell,Android,2014-01-31,40.0,3,False,80.0,False
12459,5.86,4.7,5.0,1.0,King's Landing,iPhone,2014-01-24,0.0,1,False,100.0,False
12460,7.12,5.0,5.0,1.0,Astapor,iPhone,2014-01-17,0.0,1,False,0.0,True
12461,3.01,5.0,5.0,1.0,Winterfell,iPhone,2014-01-11,0.0,1,True,0.0,True
12462,4.06,5.0,3.4,1.0,Winterfell,iPhone,2014-01-13,0.0,7,False,75.0,True
12463,1.7,4.7,4.8,1.03,Astapor,iPhone,2014-01-28,6.4,25,True,91.5,False
12464,19.01,5.0,4.5,1.0,Astapor,Android,2014-01-14,0.0,1,False,100.0,True
12465,25.81,5.0,4.642330559853267,1.0,King's Landing,iPhone,2014-01-30,0.0,0,False,100.0,False
12466,3.93,5.0,5.0,1.0,Astapor,Android,2014-01-17,0.0,1,True,100.0,False
12467,3.74,5.0,5.0,1.13,Winterfell,Android,2014-01-09,50.0,1,False,100.0,True
12468,2.09,5.0,5.0,1.17,Winterfell,Android,2014-01-19,66.7,0,False,33.3,False
12469,28.93,5.0,2.5,1.0,Winterfell,iPhone,2014-01-07,0.0,1,False,33.3,True
12470,16.26,5.0,5.0,1.0,King's Landing,Android,2014-01-25,0.0,1,False,0.0,True
12471,17.7,5.0,5.0,1.0,Winterfell,iPhone,2014-01-27,0.0,0,False,0.0,True
12472,5.67,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-31,0.0,0,False,100.0,True
12473,0.91,5.0,5.0,1.0,Astapor,Android,2014-01-25,0.0,2,False,0.0,True
12474,13.88,5.0,4.642330559853267,3.0,Astapor,Android,2014-01-25,100.0,1,False,0.0,True
12475,5.36,4.8,4.9,1.25,Winterfell,iPhone,2014-01-25,31.9,8,False,66.0,False
12476,10.44,4.7,4.0,1.0,Astapor,iPhone,2014-01-29,0.0,13,True,100.0,False
12477,1.57,4.8,3.1,1.0,Winterfell,Android,2014-01-29,0.0,4,False,95.2,False
12478,2.16,5.0,4.0,1.0,Winterfell,Android,2014-01-05,0.0,1,True,100.0,True
12479,0.92,3.7,4.7,1.0,King's Landing,iPhone,2014-01-13,0.0,2,False,100.0,True
12480,3.31,4.7,4.6,1.0,Winterfell,Android,2014-01-05,0.0,13,False,69.2,False
12481,2.73,5.0,5.0,1.0,Astapor,Android,2014-01-29,0.0,0,False,100.0,True
12483,4.43,5.0,4.4,1.0,Winterfell,iPhone,2014-01-06,0.0,5,True,100.0,True
12484,2.0,4.4,4.2,1.08,Astapor,iPhone,2014-01-29,9.7,3,True,96.8,False
12485,4.17,4.9,5.0,1.16,Winterfell,iPhone,2014-01-31,22.5,2,True,45.0,False
12486,2.5,4.0,5.0,1.25,Astapor,Android,2014-01-22,100.0,1,False,100.0,True
12487,8.22,5.0,4.5,1.0,Astapor,iPhone,2014-01-29,0.0,2,False,100.0,True
12488,4.67,4.0,4.460817930755825,1.0,Winterfell,iPhone,2014-01-30,0.0,2,False,100.0,True
12489,10.49,5.0,4.0,1.0,Astapor,iPhone,2014-01-27,0.0,0,True,50.0,True
12490,6.64,4.7,4.0,1.0,Winterfell,Android,2014-01-10,0.0,1,False,66.7,True
12491,3.64,4.8,4.8,1.0,Winterfell,iPhone,2014-01-13,0.0,7,True,69.2,False
12492,4.73,5.0,4.5,1.0,Winterfell,iPhone,2014-01-11,0.0,3,False,0.0,False
12493,3.89,4.9,5.0,1.0,King's Landing,Android,2014-01-05,0.0,8,True,18.8,False
12494,4.7,4.6,4.7,1.0,Winterfell,iPhone,2014-01-12,0.0,9,False,57.6,False
12495,5.74,4.8,4.7,1.28,Winterfell,Android,2014-01-27,29.0,4,False,83.9,False
12496,6.18,4.8,2.4,1.01,Astapor,iPhone,2014-01-30,5.3,1,True,63.2,False
12497,2.8,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-31,0.0,2,False,100.0,True
12498,3.83,5.0,5.0,1.0,King's Landing,Android,2014-01-25,0.0,1,False,100.0,True
12499,14.02,5.0,5.0,1.0,King's Landing,iPhone,2014-01-12,0.0,1,False,0.0,True
12500,3.23,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-07,0.0,1,True,100.0,True
12501,2.33,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-10,0.0,0,False,85.7,False
12502,3.06,5.0,5.0,1.0,King's Landing,iPhone,2014-01-14,0.0,0,False,100.0,True
12503,1.38,5.0,5.0,1.0,Winterfell,iPhone,2014-01-18,0.0,2,False,50.0,True
12504,0.84,5.0,5.0,1.0,Astapor,Android,2014-01-25,0.0,0,False,100.0,False
12505,8.4,5.0,4.642330559853267,1.0,King's Landing,Android,2014-01-21,0.0,1,False,100.0,True
12506,4.52,5.0,5.0,1.35,Winterfell,iPhone,2014-01-28,40.0,2,False,20.0,False
12507,4.16,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-17,0.0,0,False,100.0,True
12508,1.44,4.4,3.7,1.05,Winterfell,Android,2014-01-08,20.0,5,False,100.0,True
12509,2.47,4.6,4.2,1.12,Winterfell,Android,2014-01-31,29.7,12,False,29.7,False
12510,4.24,5.0,5.0,1.0,Astapor,Android,2014-01-19,0.0,0,False,100.0,False
12511,3.58,5.0,4.3,1.0,Astapor,iPhone,2014-01-26,0.0,3,False,75.0,True
12512,1.55,4.6,4.5,1.07,Astapor,iPhone,2014-01-10,7.1,4,False,64.3,False
12513,1.26,4.0,4.460817930755825,1.0,King's Landing,iPhone,2014-01-29,0.0,1,True,100.0,True
12514,1.66,5.0,4.642330559853267,1.08,King's Landing,iPhone,2014-01-24,33.3,2,False,100.0,False
12515,2.52,4.8,4.9,1.03,Astapor,Android,2014-01-21,4.9,11,True,63.9,False
12516,4.3,5.0,5.0,1.0,Astapor,iPhone,2014-01-11,0.0,5,False,0.0,True
12517,9.51,5.0,5.0,1.0,King's Landing,iPhone,2014-01-05,0.0,0,True,75.0,False
12518,0.0,5.0,5.0,1.0,Astapor,Android,2014-01-17,0.0,1,False,0.0,True
12519,5.33,5.0,4.0,1.0,King's Landing,iPhone,2014-01-31,0.0,0,True,0.0,False
12520,14.65,5.0,5.0,1.0,King's Landing,Android,2014-01-11,0.0,1,False,0.0,True
12521,2.63,5.0,4.7,1.0,King's Landing,iPhone,2014-01-30,0.0,5,True,55.0,False
12522,1.57,4.5,3.8,1.0,Winterfell,iPhone,2014-01-18,0.0,3,True,60.0,False
12523,12.34,5.0,4.6,1.0,Winterfell,iPhone,2014-01-26,0.0,3,True,80.0,True
12524,24.03,5.0,5.0,1.0,Astapor,Android,2014-01-23,0.0,2,True,100.0,False
12525,2.39,5.0,4.0,1.0,Winterfell,Android,2014-01-28,0.0,2,False,100.0,True
12526,19.31,5.0,4.642330559853267,1.0,King's Landing,Android,2014-01-22,0.0,0,True,100.0,True
12527,6.76,4.5,4.0,1.0,Winterfell,iPhone,2014-01-28,0.0,2,False,100.0,True
12528,2.65,5.0,4.5,1.0,Winterfell,iPhone,2014-01-18,0.0,10,True,60.0,True
12529,2.07,4.8,4.7,1.03,King's Landing,iPhone,2014-01-12,4.2,7,True,58.3,False
12530,10.97,5.0,5.0,1.0,King's Landing,iPhone,2014-01-23,0.0,1,False,100.0,True
12531,4.69,4.9,4.5,1.07,King's Landing,iPhone,2014-01-25,14.3,2,True,28.6,False
12532,4.26,4.3,3.0,1.08,Winterfell,iPhone,2014-01-18,11.1,1,False,44.4,False
12533,1.54,4.4,4.9,1.0,King's Landing,iPhone,2014-01-07,0.0,10,False,100.0,True
12534,5.73,4.5,4.5,1.0,King's Landing,iPhone,2014-01-06,0.5,37,True,62.1,False
12535,13.89,5.0,4.642330559853267,1.0,King's Landing,iPhone,2014-01-26,0.0,1,False,0.0,True
12536,2.05,5.0,4.5,1.5,Winterfell,iPhone,2014-01-20,50.0,1,True,100.0,False
12537,2.39,4.9,4.7,1.29,King's Landing,iPhone,2014-01-05,29.6,5,True,48.1,False
12538,12.13,5.0,5.0,1.0,Winterfell,Android,2014-01-19,0.0,2,False,100.0,True
12539,2.87,5.0,4.0,1.06,Winterfell,iPhone,2014-01-22,12.5,1,True,75.0,False
12540,7.6,4.7,5.0,1.08,Winterfell,iPhone,2014-01-05,33.3,3,False,0.0,True
12541,7.34,3.8,4.0,1.0,Astapor,iPhone,2014-01-16,0.0,0,True,100.0,False
12542,4.46,3.0,5.0,1.0,King's Landing,Android,2014-01-08,0.0,0,False,50.0,False
12543,3.32,4.8,4.7,1.05,King's Landing,iPhone,2014-01-01,9.1,4,True,63.6,False
12544,9.91,5.0,4.642330559853267,2.0,Winterfell,iPhone,2014-01-18,100.0,0,False,0.0,False
12545,5.71,4.5,4.6,1.0,Astapor,Android,2014-01-31,0.0,3,True,71.4,False
12546,2.67,5.0,4.0,1.0,Astapor,iPhone,2014-01-11,0.0,3,False,66.7,True
12547,4.43,4.7,5.0,1.17,Winterfell,iPhone,2014-01-18,33.3,0,False,66.7,False
12548,1.92,5.0,5.0,2.25,Winterfell,iPhone,2014-01-19,100.0,1,False,0.0,True
12549,3.14,4.6,4.9,1.05,Astapor,iPhone,2014-01-31,9.8,6,True,73.2,False
12550,5.2,4.0,5.0,1.0,King's Landing,iPhone,2014-01-24,0.0,1,False,0.0,True
12551,1.09,5.0,5.0,1.0,Astapor,iPhone,2014-01-17,0.0,0,True,100.0,True
12552,1.67,3.9,5.0,1.04,King's Landing,iPhone,2014-01-24,7.1,1,False,50.0,False
12553,2.66,4.8,4.5,1.16,Astapor,iPhone,2014-01-26,17.4,2,False,56.5,False
12554,5.02,5.0,5.0,1.5,King's Landing,Android,2014-01-16,100.0,1,False,0.0,True
12555,7.9,5.0,5.0,1.0,Astapor,iPhone,2014-01-16,0.0,0,False,100.0,False
12556,4.94,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-31,0.0,0,False,0.0,False
12557,8.31,5.0,5.0,1.0,Winterfell,iPhone,2014-01-17,0.0,1,False,50.0,False
12558,2.41,3.0,5.0,1.0,Winterfell,iPhone,2014-01-11,0.0,2,True,0.0,False
12559,3.96,4.8,4.7,1.41,Astapor,iPhone,2014-01-25,34.3,9,False,65.7,False
12560,3.5,4.7,4.4,1.0,Astapor,Android,2014-01-26,0.0,2,True,57.1,False
12561,5.49,5.0,3.0,1.0,Winterfell,iPhone,2014-01-25,0.0,1,False,0.0,True
12562,7.15,4.9,4.3,1.0,Winterfell,iPhone,2014-01-30,0.0,0,True,80.0,False
12563,13.99,4.7,5.0,1.0,Astapor,iPhone,2014-01-04,0.0,6,True,46.2,False
12564,19.47,5.0,5.0,1.0,Winterfell,Android,2014-01-15,0.0,2,True,100.0,True
12565,3.09,4.9,4.2,1.03,Winterfell,iPhone,2014-01-17,6.3,3,False,37.5,False
12566,4.62,5.0,3.0,1.25,Astapor,iPhone,2014-01-11,50.0,2,False,0.0,True
12567,3.29,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-26,0.0,1,False,100.0,True
12568,2.08,5.0,4.642330559853267,1.25,Astapor,iPhone,2014-01-31,100.0,0,False,0.0,True
12569,13.11,5.0,5.0,1.0,Astapor,iPhone,2014-01-16,0.0,2,True,100.0,True
12570,2.75,4.7,4.0,1.19,Astapor,iPhone,2014-01-24,16.7,2,True,33.3,False
